imagens misturadas
[39.0, 11.0, 8.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 10.0, 11.0, 12.0, 13.0, 17.0, 24.0, 160.0]
[32.0, 32.0, 19.0, 18.0, 17.0, 15.0, 16.0, 16.0, 15.0, 16.0, 15.0, 16.0, 19.0, 21.0, 19.0, 22.0, 28.0, 30.0, 27.0, 28.0, 29.0, 27.0, 37.0, 60.0, 52.0, 51.0, 44.0, 45.0, 48.0, 62.0, 57.0, 160.0]
[7.0, 46.0, 160.0, 64.0, 20.0, 23.0, 20.0, 19.0, 19.0, 18.0, 18.0, 18.0, 19.0, 18.0, 20.0, 22.0, 24.0, 28.0, 25.0, 23.0, 24.0, 21.0, 18.0, 16.0, 15.0, 13.0, 11.0, 9.0, 7.0, 6.0, 4.0, 4.0]
[32.0, 148.0, 160.0, 148.0, 110.0, 92.0, 93.0, 84.0, 102.0, 105.0, 101.0, 104.0, 100.0, 98.0, 100.0, 103.0, 111.0, 110.0, 106.0, 97.0, 85.0, 78.0, 80.0, 82.0, 96.0, 110.0, 144.0, 106.0, 91.0, 92.0, 76.0, 81.0]
[109.0, 156.0, 149.0, 154.0, 160.0, 160.0, 151.0, 135.0, 115.0, 108.0, 101.0, 95.0, 94.0, 86.0, 75.0, 74.0, 74.0, 77.0, 70.0, 72.0, 80.0, 81.0, 87.0, 82.0, 78.0, 74.0, 81.0, 62.0, 61.0, 48.0, 36.0, 122.0]
[1.0, 12.0, 18.0, 10.0, 11.0, 13.0, 13.0, 14.0, 19.0, 20.0, 21.0, 27.0, 39.0, 64.0, 98.0, 142.0, 157.0, 160.0, 137.0, 114.0, 107.0, 64.0, 40.0, 29.0, 31.0, 37.0, 49.0, 98.0, 63.0, 52.0, 49.0, 42.0]
[160.0, 86.0, 35.0, 16.0, 12.0, 10.0, 9.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 8.0]
[160.0, 30.0, 21.0, 16.0, 13.0, 11.0, 11.0, 10.0, 10.0, 11.0, 10.0, 8.0, 6.0, 6.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0]
[18.0, 12.0, 15.0, 19.0, 19.0, 20.0, 20.0, 19.0, 19.0, 19.0, 20.0, 21.0, 23.0, 26.0, 29.0, 35.0, 45.0, 54.0, 63.0, 160.0, 157.0, 64.0, 19.0, 12.0, 10.0, 8.0, 6.0, 5.0, 3.0, 3.0, 2.0, 3.0]
[160.0, 67.0, 52.0, 45.0, 28.0, 19.0, 17.0, 15.0, 14.0, 12.0, 11.0, 11.0, 10.0, 10.0, 10.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 9.0, 9.0, 10.0, 14.0, 17.0]
[160.0, 76.0, 63.0, 53.0, 43.0, 33.0, 28.0, 24.0, 22.0, 22.0, 22.0, 18.0, 15.0, 12.0, 11.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 13.0, 16.0, 15.0, 9.0, 6.0, 6.0, 6.0, 6.0, 7.0]
[38.0, 11.0, 19.0, 22.0, 24.0, 32.0, 34.0, 37.0, 40.0, 45.0, 50.0, 43.0, 40.0, 38.0, 34.0, 33.0, 35.0, 40.0, 45.0, 53.0, 74.0, 94.0, 129.0, 144.0, 160.0, 148.0, 140.0, 130.0, 141.0, 132.0, 139.0, 158.0]
[66.0, 9.0, 12.0, 22.0, 19.0, 16.0, 17.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 14.0, 15.0, 15.0, 15.0, 15.0, 16.0, 17.0, 17.0, 16.0, 17.0, 18.0, 19.0, 20.0, 20.0, 21.0, 23.0, 25.0, 30.0, 160.0]
[95.0, 55.0, 149.0, 114.0, 100.0, 94.0, 83.0, 73.0, 71.0, 64.0, 62.0, 61.0, 68.0, 75.0, 75.0, 79.0, 75.0, 79.0, 83.0, 73.0, 69.0, 71.0, 68.0, 70.0, 71.0, 66.0, 69.0, 66.0, 67.0, 65.0, 69.0, 160.0]
[11.0, 14.0, 19.0, 29.0, 45.0, 51.0, 46.0, 37.0, 33.0, 28.0, 25.0, 24.0, 27.0, 27.0, 28.0, 29.0, 29.0, 28.0, 27.0, 28.0, 28.0, 27.0, 26.0, 25.0, 23.0, 23.0, 25.0, 29.0, 34.0, 46.0, 63.0, 160.0]
[160.0, 64.0, 33.0, 26.0, 20.0, 16.0, 13.0, 12.0, 11.0, 11.0, 10.0, 10.0, 9.0, 9.0, 8.0, 8.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0, 10.0, 12.0, 13.0, 15.0, 17.0, 20.0, 24.0, 30.0, 38.0, 46.0]
[160.0, 25.0, 21.0, 19.0, 19.0, 19.0, 18.0, 17.0, 16.0, 15.0, 14.0, 13.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 15.0, 16.0, 17.0, 20.0, 24.0, 27.0, 29.0, 29.0, 36.0, 108.0]
[160.0, 107.0, 63.0, 41.0, 31.0, 25.0, 23.0, 21.0, 20.0, 20.0, 19.0, 17.0, 14.0, 13.0, 12.0, 11.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 11.0, 13.0, 20.0, 67.0]
[160.0, 81.0, 59.0, 49.0, 47.0, 47.0, 44.0, 43.0, 44.0, 42.0, 38.0, 35.0, 33.0, 32.0, 32.0, 32.0, 32.0, 31.0, 31.0, 34.0, 38.0, 41.0, 47.0, 54.0, 58.0, 57.0, 54.0, 49.0, 43.0, 31.0, 15.0, 6.0]

imagens non_festa

[160.0, 84.0, 43.0, 32.0, 23.0, 21.0, 20.0, 18.0, 18.0, 18.0, 19.0, 21.0, 22.0, 24.0, 27.0, 29.0, 30.0, 35.0, 37.0, 38.0, 41.0, 43.0, 41.0, 36.0, 30.0, 21.0, 13.0, 6.0, 2.0, 1.0, 1.0, 1.0]
[119.0, 124.0, 154.0, 160.0, 138.0, 138.0, 129.0, 121.0, 108.0, 94.0, 84.0, 73.0, 61.0, 50.0, 41.0, 35.0, 30.0, 26.0, 23.0, 21.0, 20.0, 18.0, 17.0, 15.0, 15.0, 14.0, 13.0, 12.0, 11.0, 11.0, 12.0, 29.0]
[16.0, 26.0, 35.0, 39.0, 41.0, 46.0, 47.0, 50.0, 55.0, 63.0, 72.0, 81.0, 82.0, 93.0, 122.0, 150.0, 160.0, 144.0, 143.0, 127.0, 90.0, 62.0, 31.0, 16.0, 9.0, 7.0, 6.0, 6.0, 8.0, 7.0, 17.0, 99.0]
[26.0, 39.0, 47.0, 66.0, 90.0, 104.0, 106.0, 81.0, 85.0, 72.0, 51.0, 45.0, 52.0, 70.0, 79.0, 85.0, 116.0, 152.0, 160.0, 103.0, 80.0, 76.0, 50.0, 46.0, 34.0, 34.0, 38.0, 39.0, 42.0, 47.0, 51.0, 87.0]
[160.0, 75.0, 86.0, 85.0, 73.0, 62.0, 52.0, 47.0, 43.0, 42.0, 38.0, 34.0, 32.0, 31.0, 28.0, 27.0, 26.0, 25.0, 25.0, 24.0, 22.0, 22.0, 20.0, 18.0, 16.0, 15.0, 12.0, 9.0, 7.0, 6.0, 4.0, 3.0]
[41.0, 59.0, 52.0, 55.0, 39.0, 30.0, 31.0, 27.0, 23.0, 21.0, 24.0, 28.0, 32.0, 33.0, 35.0, 42.0, 49.0, 52.0, 51.0, 53.0, 50.0, 45.0, 47.0, 56.0, 69.0, 84.0, 102.0, 92.0, 63.0, 51.0, 55.0, 160.0]
[5.0, 4.0, 5.0, 3.0, 3.0, 4.0, 4.0, 6.0, 7.0, 9.0, 12.0, 16.0, 19.0, 20.0, 19.0, 17.0, 18.0, 21.0, 28.0, 48.0, 160.0, 97.0, 54.0, 28.0, 16.0, 10.0, 8.0, 6.0, 5.0, 4.0, 3.0, 8.0]
[1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 5.0, 6.0, 9.0, 16.0, 13.0, 8.0, 7.0, 11.0, 32.0, 49.0, 114.0, 160.0, 7.0, 4.0, 3.0, 3.0, 4.0, 5.0, 14.0, 33.0, 24.0, 4.0, 1.0, 1.0, 1.0, 1.0]
[5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 8.0, 8.0, 18.0, 30.0, 40.0, 57.0, 57.0, 64.0, 80.0, 104.0, 104.0, 91.0, 87.0, 99.0, 113.0, 144.0, 160.0, 152.0, 78.0, 21.0, 7.0, 5.0, 4.0, 3.0, 2.0, 2.0]
[52.0, 44.0, 49.0, 51.0, 55.0, 55.0, 53.0, 54.0, 55.0, 60.0, 66.0, 75.0, 82.0, 94.0, 101.0, 103.0, 160.0, 143.0, 78.0, 74.0, 74.0, 72.0, 69.0, 67.0, 60.0, 56.0, 53.0, 51.0, 55.0, 89.0, 80.0, 73.0]
[160.0, 38.0, 26.0, 26.0, 18.0, 18.0, 20.0, 24.0, 28.0, 22.0, 17.0, 14.0, 14.0, 13.0, 11.0, 11.0, 11.0, 11.0, 13.0, 14.0, 13.0, 15.0, 15.0, 16.0, 15.0, 10.0, 10.0, 10.0, 11.0, 23.0, 28.0, 27.0]
[160.0, 102.0, 65.0, 40.0, 31.0, 27.0, 26.0, 24.0, 21.0, 21.0, 23.0, 26.0, 29.0, 38.0, 39.0, 48.0, 61.0, 65.0, 61.0, 57.0, 58.0, 60.0, 66.0, 85.0, 77.0, 85.0, 115.0, 51.0, 51.0, 54.0, 46.0, 11.0]
[3.0, 12.0, 40.0, 73.0, 61.0, 41.0, 29.0, 36.0, 90.0, 142.0, 160.0, 101.0, 123.0, 135.0, 132.0, 107.0, 159.0, 36.0, 25.0, 22.0, 19.0, 17.0, 15.0, 12.0, 10.0, 8.0, 6.0, 4.0, 2.0, 2.0, 1.0, 1.0]
[2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 5.0, 6.0, 8.0, 10.0, 11.0, 13.0, 16.0, 18.0, 19.0, 26.0, 27.0, 28.0, 30.0, 27.0, 28.0, 41.0, 49.0, 61.0, 88.0, 160.0, 105.0, 44.0, 44.0, 26.0, 7.0, 1.0]
[21.0, 7.0, 14.0, 13.0, 14.0, 19.0, 20.0, 24.0, 28.0, 25.0, 27.0, 29.0, 39.0, 65.0, 78.0, 93.0, 134.0, 135.0, 128.0, 52.0, 53.0, 56.0, 72.0, 92.0, 127.0, 155.0, 160.0, 95.0, 42.0, 23.0, 13.0, 19.0]
[117.0, 118.0, 110.0, 111.0, 78.0, 72.0, 69.0, 68.0, 69.0, 73.0, 80.0, 85.0, 84.0, 86.0, 83.0, 65.0, 51.0, 45.0, 38.0, 31.0, 27.0, 25.0, 29.0, 38.0, 36.0, 24.0, 19.0, 15.0, 13.0, 9.0, 13.0, 160.0]
[1.0, 1.0, 3.0, 6.0, 13.0, 32.0, 160.0, 97.0, 63.0, 49.0, 42.0, 38.0, 36.0, 36.0, 36.0, 36.0, 37.0, 38.0, 38.0, 39.0, 39.0, 40.0, 41.0, 43.0, 44.0, 47.0, 47.0, 43.0, 46.0, 98.0, 96.0, 31.0]
[1.0, 12.0, 60.0, 73.0, 68.0, 79.0, 105.0, 96.0, 50.0, 40.0, 38.0, 40.0, 37.0, 34.0, 30.0, 33.0, 36.0, 31.0, 29.0, 29.0, 45.0, 62.0, 62.0, 75.0, 94.0, 126.0, 160.0, 127.0, 103.0, 18.0, 10.0, 3.0]
[107.0, 72.0, 83.0, 89.0, 79.0, 78.0, 72.0, 72.0, 76.0, 73.0, 72.0, 79.0, 86.0, 91.0, 101.0, 108.0, 108.0, 109.0, 125.0, 125.0, 109.0, 105.0, 106.0, 118.0, 117.0, 92.0, 64.0, 85.0, 160.0, 28.0, 5.0, 2.0]
[2.0, 7.0, 16.0, 27.0, 36.0, 46.0, 48.0, 46.0, 32.0, 28.0, 28.0, 25.0, 24.0, 26.0, 21.0, 19.0, 17.0, 21.0, 27.0, 25.0, 34.0, 49.0, 61.0, 90.0, 102.0, 106.0, 136.0, 151.0, 160.0, 153.0, 109.0, 79.0]
[59.0, 74.0, 80.0, 60.0, 52.0, 59.0, 75.0, 75.0, 68.0, 59.0, 53.0, 54.0, 56.0, 65.0, 67.0, 55.0, 38.0, 30.0, 27.0, 23.0, 21.0, 19.0, 16.0, 18.0, 26.0, 62.0, 159.0, 160.0, 68.0, 23.0, 4.0, 2.0]
[15.0, 132.0, 160.0, 137.0, 82.0, 59.0, 48.0, 44.0, 39.0, 37.0, 37.0, 37.0, 38.0, 38.0, 40.0, 48.0, 51.0, 45.0, 46.0, 53.0, 59.0, 52.0, 35.0, 22.0, 17.0, 16.0, 17.0, 21.0, 26.0, 31.0, 42.0, 129.0]
[32.0, 38.0, 51.0, 27.0, 20.0, 17.0, 16.0, 17.0, 19.0, 35.0, 56.0, 114.0, 160.0, 150.0, 140.0, 136.0, 108.0, 69.0, 47.0, 33.0, 25.0, 26.0, 44.0, 93.0, 57.0, 22.0, 19.0, 21.0, 19.0, 15.0, 14.0, 24.0]
[2.0, 21.0, 120.0, 160.0, 88.0, 49.0, 41.0, 41.0, 40.0, 48.0, 51.0, 57.0, 65.0, 64.0, 65.0, 70.0, 86.0, 123.0, 120.0, 80.0, 59.0, 43.0, 51.0, 42.0, 32.0, 31.0, 20.0, 11.0, 8.0, 6.0, 7.0, 10.0]
[160.0, 40.0, 21.0, 17.0, 18.0, 41.0, 105.0, 111.0, 68.0, 60.0, 68.0, 72.0, 49.0, 37.0, 31.0, 25.0, 21.0, 22.0, 28.0, 42.0, 67.0, 103.0, 132.0, 125.0, 85.0, 41.0, 17.0, 12.0, 13.0, 18.0, 19.0, 13.0]
[5.0, 24.0, 33.0, 32.0, 30.0, 32.0, 36.0, 43.0, 51.0, 51.0, 47.0, 43.0, 45.0, 48.0, 50.0, 56.0, 56.0, 47.0, 40.0, 43.0, 45.0, 40.0, 33.0, 27.0, 21.0, 17.0, 13.0, 11.0, 10.0, 7.0, 7.0, 160.0]
[101.0, 70.0, 50.0, 121.0, 70.0, 96.0, 52.0, 144.0, 86.0, 22.0, 23.0, 113.0, 15.0, 22.0, 15.0, 34.0, 28.0, 50.0, 116.0, 123.0, 20.0, 53.0, 24.0, 94.0, 50.0, 35.0, 160.0, 129.0, 17.0, 18.0, 12.0, 31.0]
[2.0, 46.0, 155.0, 160.0, 131.0, 143.0, 152.0, 146.0, 136.0, 128.0, 120.0, 118.0, 106.0, 89.0, 69.0, 57.0, 50.0, 45.0, 40.0, 34.0, 31.0, 29.0, 25.0, 23.0, 20.0, 19.0, 16.0, 14.0, 13.0, 10.0, 9.0, 17.0]
[44.0, 98.0, 108.0, 94.0, 97.0, 97.0, 89.0, 86.0, 85.0, 87.0, 92.0, 89.0, 79.0, 63.0, 46.0, 37.0, 32.0, 27.0, 24.0, 20.0, 17.0, 16.0, 13.0, 11.0, 9.0, 8.0, 7.0, 6.0, 6.0, 6.0, 5.0, 160.0]
[160.0, 51.0, 63.0, 57.0, 57.0, 49.0, 31.0, 26.0, 23.0, 24.0, 29.0, 28.0, 24.0, 23.0, 20.0, 17.0, 16.0, 21.0, 26.0, 27.0, 15.0, 14.0, 15.0, 16.0, 17.0, 10.0, 10.0, 9.0, 5.0, 5.0, 10.0, 5.0]
[17.0, 26.0, 30.0, 49.0, 140.0, 153.0, 160.0, 140.0, 103.0, 58.0, 48.0, 40.0, 41.0, 71.0, 72.0, 72.0, 80.0, 85.0, 72.0, 56.0, 52.0, 54.0, 57.0, 71.0, 86.0, 88.0, 97.0, 114.0, 103.0, 52.0, 27.0, 16.0]
[49.0, 21.0, 40.0, 66.0, 62.0, 25.0, 20.0, 17.0, 44.0, 88.0, 110.0, 160.0, 102.0, 52.0, 34.0, 28.0, 26.0, 28.0, 44.0, 46.0, 33.0, 30.0, 18.0, 14.0, 11.0, 14.0, 17.0, 17.0, 26.0, 54.0, 51.0, 39.0]
[45.0, 52.0, 32.0, 36.0, 39.0, 28.0, 28.0, 32.0, 39.0, 44.0, 49.0, 53.0, 66.0, 80.0, 77.0, 98.0, 117.0, 121.0, 116.0, 123.0, 141.0, 160.0, 138.0, 106.0, 95.0, 76.0, 62.0, 50.0, 44.0, 42.0, 33.0, 19.0]
[19.0, 49.0, 60.0, 60.0, 58.0, 59.0, 59.0, 61.0, 65.0, 71.0, 76.0, 71.0, 63.0, 65.0, 59.0, 105.0, 98.0, 91.0, 68.0, 59.0, 59.0, 75.0, 118.0, 160.0, 135.0, 111.0, 83.0, 51.0, 41.0, 31.0, 19.0, 24.0]
[117.0, 57.0, 46.0, 43.0, 41.0, 41.0, 40.0, 42.0, 42.0, 43.0, 42.0, 45.0, 48.0, 52.0, 67.0, 91.0, 121.0, 146.0, 160.0, 146.0, 101.0, 83.0, 92.0, 80.0, 92.0, 85.0, 78.0, 63.0, 57.0, 47.0, 37.0, 72.0]
