1.0, 19.0, 143.0, 160.0, 103.0, 70.0, 86.0, 79.0, 81.0, 99.0, 115.0, 123.0, 106.0, 69.0, 44.0, 30.0, 29.0, 29.0, 31.0, 34.0, 39.0, 48.0, 56.0, 51.0, 52.0, 48.0, 51.0, 37.0, 46.0, 19.0, 14.0, 25.0, 
1.0, 1.0, 1.0, 9.0, 19.0, 30.0, 38.0, 50.0, 69.0, 94.0, 115.0, 128.0, 130.0, 119.0, 110.0, 94.0, 75.0, 65.0, 83.0, 106.0, 115.0, 152.0, 159.0, 160.0, 145.0, 150.0, 127.0, 90.0, 49.0, 36.0, 17.0, 7.0, 
4.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 13.0, 12.0, 12.0, 11.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 56.0, 160.0, 63.0, 39.0, 19.0, 15.0, 17.0, 21.0, 26.0, 31.0, 32.0, 28.0, 24.0, 40.0, 
160.0, 107.0, 63.0, 40.0, 38.0, 41.0, 30.0, 23.0, 24.0, 44.0, 55.0, 57.0, 65.0, 67.0, 70.0, 81.0, 103.0, 104.0, 98.0, 87.0, 74.0, 66.0, 63.0, 60.0, 58.0, 56.0, 57.0, 54.0, 50.0, 43.0, 38.0, 72.0, 
160.0, 23.0, 18.0, 19.0, 21.0, 23.0, 24.0, 26.0, 30.0, 29.0, 31.0, 37.0, 38.0, 37.0, 37.0, 35.0, 35.0, 35.0, 33.0, 34.0, 30.0, 37.0, 30.0, 31.0, 28.0, 25.0, 15.0, 15.0, 19.0, 15.0, 7.0, 3.0, 
0.0, 0.0, 0.0, 1.0, 8.0, 8.0, 13.0, 25.0, 23.0, 24.0, 24.0, 26.0, 31.0, 37.0, 35.0, 26.0, 25.0, 25.0, 26.0, 28.0, 27.0, 33.0, 44.0, 54.0, 61.0, 56.0, 71.0, 73.0, 71.0, 93.0, 160.0, 132.0, 
41.0, 32.0, 36.0, 43.0, 63.0, 100.0, 130.0, 114.0, 76.0, 160.0, 99.0, 75.0, 84.0, 83.0, 119.0, 123.0, 123.0, 117.0, 98.0, 75.0, 60.0, 43.0, 25.0, 5.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 
12.0, 4.0, 3.0, 3.0, 4.0, 5.0, 8.0, 11.0, 14.0, 17.0, 22.0, 28.0, 34.0, 38.0, 49.0, 65.0, 95.0, 126.0, 160.0, 145.0, 129.0, 117.0, 126.0, 150.0, 157.0, 151.0, 139.0, 123.0, 95.0, 53.0, 12.0, 1.0, 
25.0, 95.0, 111.0, 116.0, 129.0, 117.0, 109.0, 107.0, 106.0, 105.0, 103.0, 90.0, 88.0, 95.0, 120.0, 143.0, 149.0, 152.0, 160.0, 134.0, 62.0, 36.0, 28.0, 27.0, 29.0, 32.0, 40.0, 45.0, 46.0, 22.0, 9.0, 9.0, 
2.0, 9.0, 25.0, 44.0, 69.0, 83.0, 90.0, 85.0, 94.0, 97.0, 122.0, 156.0, 160.0, 138.0, 152.0, 140.0, 136.0, 101.0, 77.0, 76.0, 86.0, 89.0, 76.0, 61.0, 47.0, 37.0, 29.0, 20.0, 15.0, 8.0, 4.0, 1.0, 
2.0, 10.0, 26.0, 46.0, 42.0, 26.0, 20.0, 21.0, 25.0, 30.0, 32.0, 35.0, 40.0, 45.0, 49.0, 56.0, 70.0, 75.0, 73.0, 86.0, 160.0, 136.0, 125.0, 146.0, 92.0, 9.0, 5.0, 3.0, 2.0, 1.0, 1.0, 1.0, 
22.0, 35.0, 37.0, 38.0, 41.0, 43.0, 38.0, 29.0, 25.0, 21.0, 25.0, 35.0, 65.0, 102.0, 137.0, 152.0, 160.0, 149.0, 149.0, 132.0, 75.0, 43.0, 33.0, 29.0, 26.0, 25.0, 18.0, 13.0, 16.0, 20.0, 27.0, 62.0, 
30.0, 123.0, 160.0, 115.0, 79.0, 80.0, 85.0, 85.0, 70.0, 72.0, 72.0, 65.0, 62.0, 56.0, 58.0, 62.0, 66.0, 62.0, 54.0, 46.0, 40.0, 38.0, 39.0, 41.0, 39.0, 31.0, 28.0, 23.0, 17.0, 7.0, 2.0, 2.0, 
13.0, 9.0, 9.0, 8.0, 8.0, 9.0, 11.0, 10.0, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 12.0, 13.0, 14.0, 16.0, 17.0, 19.0, 19.0, 21.0, 20.0, 18.0, 16.0, 16.0, 16.0, 18.0, 25.0, 46.0, 160.0, 
160.0, 68.0, 66.0, 70.0, 63.0, 52.0, 46.0, 40.0, 39.0, 37.0, 32.0, 26.0, 23.0, 28.0, 42.0, 63.0, 71.0, 79.0, 76.0, 44.0, 11.0, 14.0, 34.0, 25.0, 8.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 1.0, 
0.0, 4.0, 18.0, 22.0, 31.0, 48.0, 73.0, 71.0, 63.0, 78.0, 68.0, 67.0, 104.0, 101.0, 97.0, 99.0, 113.0, 93.0, 77.0, 81.0, 107.0, 128.0, 106.0, 105.0, 126.0, 155.0, 160.0, 147.0, 80.0, 17.0, 5.0, 6.0, 
13.0, 10.0, 8.0, 8.0, 10.0, 11.0, 11.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 11.0, 13.0, 15.0, 20.0, 22.0, 29.0, 32.0, 36.0, 51.0, 80.0, 82.0, 88.0, 117.0, 160.0, 127.0, 50.0, 15.0, 9.0, 11.0, 
160.0, 42.0, 29.0, 23.0, 20.0, 19.0, 18.0, 17.0, 16.0, 16.0, 14.0, 15.0, 14.0, 13.0, 14.0, 14.0, 13.0, 13.0, 12.0, 12.0, 10.0, 10.0, 9.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 8.0, 11.0, 18.0, 
104.0, 104.0, 160.0, 22.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 9.0, 10.0, 10.0, 10.0, 10.0, 11.0, 11.0, 14.0, 15.0, 15.0, 15.0, 17.0, 18.0, 20.0, 20.0, 22.0, 24.0, 28.0, 34.0, 49.0, 124.0, 
0.0, 1.0, 2.0, 6.0, 10.0, 15.0, 15.0, 11.0, 5.0, 4.0, 6.0, 7.0, 9.0, 17.0, 35.0, 76.0, 136.0, 160.0, 112.0, 51.0, 23.0, 9.0, 6.0, 5.0, 5.0, 4.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 
2.0, 5.0, 12.0, 22.0, 32.0, 42.0, 49.0, 62.0, 71.0, 80.0, 89.0, 100.0, 101.0, 103.0, 98.0, 94.0, 88.0, 84.0, 76.0, 74.0, 73.0, 76.0, 72.0, 80.0, 87.0, 98.0, 84.0, 70.0, 89.0, 147.0, 160.0, 143.0, 
6.0, 10.0, 10.0, 11.0, 13.0, 25.0, 86.0, 160.0, 126.0, 78.0, 74.0, 70.0, 74.0, 77.0, 81.0, 81.0, 64.0, 54.0, 43.0, 31.0, 32.0, 20.0, 22.0, 14.0, 7.0, 7.0, 5.0, 5.0, 4.0, 3.0, 2.0, 2.0, 
83.0, 36.0, 29.0, 25.0, 25.0, 29.0, 47.0, 81.0, 116.0, 144.0, 160.0, 149.0, 88.0, 76.0, 82.0, 78.0, 71.0, 60.0, 51.0, 58.0, 46.0, 47.0, 46.0, 36.0, 21.0, 15.0, 10.0, 3.0, 2.0, 1.0, 1.0, 1.0, 
160.0, 45.0, 39.0, 45.0, 82.0, 78.0, 53.0, 36.0, 30.0, 21.0, 19.0, 17.0, 28.0, 35.0, 30.0, 24.0, 11.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 7.0, 16.0, 51.0, 40.0, 5.0, 1.0, 1.0, 
135.0, 160.0, 152.0, 112.0, 64.0, 47.0, 50.0, 65.0, 43.0, 31.0, 31.0, 32.0, 37.0, 53.0, 56.0, 53.0, 54.0, 60.0, 55.0, 31.0, 20.0, 18.0, 23.0, 31.0, 44.0, 42.0, 27.0, 22.0, 23.0, 34.0, 70.0, 126.0, 
2.0, 3.0, 5.0, 7.0, 10.0, 14.0, 19.0, 20.0, 23.0, 27.0, 29.0, 29.0, 29.0, 28.0, 26.0, 24.0, 23.0, 30.0, 54.0, 160.0, 157.0, 80.0, 47.0, 17.0, 5.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 
2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 7.0, 8.0, 11.0, 13.0, 16.0, 20.0, 25.0, 34.0, 43.0, 51.0, 52.0, 46.0, 29.0, 17.0, 12.0, 9.0, 8.0, 10.0, 13.0, 65.0, 160.0, 24.0, 15.0, 8.0, 15.0, 
