160.0, 139.0, 137.0, 111.0, 138.0, 111.0, 109.0, 73.0, 
110.0, 126.0, 130.0, 144.0, 131.0, 145.0, 149.0, 160.0, 
79.0, 77.0, 124.0, 122.0, 131.0, 129.0, 162.0, 160.0, 
150.0, 127.0, 174.0, 155.0, 156.0, 134.0, 179.0, 160.0, 
108.0, 152.0, 137.0, 174.0, 86.0, 137.0, 120.0, 160.0, 
95.0, 87.0, 126.0, 120.0, 143.0, 138.0, 165.0, 160.0, 
160.0, 135.0, 132.0, 100.0, 138.0, 107.0, 104.0, 57.0, 
85.0, 59.0, 133.0, 119.0, 138.0, 123.0, 172.0, 160.0, 
160.0, 167.0, 131.0, 140.0, 140.0, 147.0, 105.0, 115.0, 
160.0, 153.0, 128.0, 119.0, 143.0, 134.0, 105.0, 93.0, 
116.0, 120.0, 129.0, 132.0, 148.0, 150.0, 158.0, 160.0, 
160.0, 141.0, 144.0, 122.0, 167.0, 148.0, 151.0, 130.0, 
160.0, 150.0, 135.0, 122.0, 133.0, 120.0, 101.0, 83.0, 
155.0, 103.0, 156.0, 105.0, 196.0, 159.0, 198.0, 160.0, 
160.0, 124.0, 132.0, 83.0, 144.0, 101.0, 112.0, 44.0, 
87.0, 120.0, 120.0, 145.0, 111.0, 138.0, 138.0, 160.0, 
24.0, 95.0, 97.0, 133.0, 93.0, 131.0, 132.0, 160.0, 
160.0, 132.0, 135.0, 99.0, 137.0, 101.0, 106.0, 53.0, 
160.0, 114.0, 137.0, 78.0, 157.0, 110.0, 134.0, 72.0, 
160.0, 108.0, 157.0, 102.0, 193.0, 152.0, 190.0, 148.0, 
133.0, 128.0, 144.0, 140.0, 155.0, 151.0, 164.0, 160.0, 
160.0, 164.0, 167.0, 170.0, 112.0, 118.0, 121.0, 126.0, 
160.0, 170.0, 153.0, 164.0, 119.0, 132.0, 109.0, 124.0, 
160.0, 159.0, 134.0, 132.0, 120.0, 118.0, 81.0, 77.0, 
160.0, 132.0, 145.0, 113.0, 144.0, 112.0, 127.0, 88.0, 
134.0, 125.0, 136.0, 128.0, 165.0, 158.0, 167.0, 160.0, 
123.0, 109.0, 131.0, 118.0, 165.0, 155.0, 170.0, 160.0, 
160.0, 141.0, 128.0, 102.0, 127.0, 100.0, 82.0, 27.0, 
160.0, 132.0, 130.0, 93.0, 132.0, 95.0, 92.0, 10.0, 
160.0, 137.0, 163.0, 139.0, 175.0, 154.0, 177.0, 156.0, 
160.0, 124.0, 132.0, 84.0, 141.0, 98.0, 108.0, 35.0, 
160.0, 105.0, 160.0, 104.0, 167.0, 115.0, 167.0, 114.0, 
160.0, 124.0, 130.0, 80.0, 141.0, 98.0, 105.0, 24.0, 
161.0, 151.0, 125.0, 112.0, 132.0, 120.0, 86.0, 66.0, 
160.0, 188.0, 134.0, 166.0, 114.0, 151.0, 71.0, 122.0, 
160.0, 134.0, 150.0, 121.0, 149.0, 119.0, 138.0, 105.0, 
160.0, 136.0, 137.0, 107.0, 136.0, 107.0, 107.0, 65.0, 
122.0, 130.0, 141.0, 148.0, 137.0, 144.0, 154.0, 160.0, 
95.0, 139.0, 133.0, 167.0, 84.0, 131.0, 125.0, 160.0, 
160.0, 148.0, 130.0, 115.0, 126.0, 110.0, 84.0, 57.0, 
160.0, 123.0, 143.0, 100.0, 147.0, 104.0, 128.0, 75.0, 
103.0, 115.0, 127.0, 137.0, 132.0, 142.0, 152.0, 160.0, 
106.0, 143.0, 155.0, 182.0, 61.0, 114.0, 129.0, 160.0, 
160.0, 134.0, 131.0, 96.0, 130.0, 95.0, 90.0, 16.0, 
86.0, 117.0, 116.0, 141.0, 115.0, 141.0, 139.0, 160.0, 
98.0, 113.0, 123.0, 135.0, 131.0, 143.0, 151.0, 160.0, 
161.0, 134.0, 141.0, 110.0, 137.0, 105.0, 113.0, 71.0, 
160.0, 168.0, 151.0, 158.0, 145.0, 153.0, 134.0, 143.0, 
160.0, 125.0, 143.0, 101.0, 150.0, 110.0, 131.0, 83.0, 
160.0, 115.0, 128.0, 63.0, 170.0, 129.0, 140.0, 85.0, 
99.0, 124.0, 124.0, 145.0, 121.0, 142.0, 142.0, 160.0, 
