160.0, 36.0, 28.0, 18.0, 14.0, 18.0, 17.0, 15.0, 11.0, 11.0, 11.0, 12.0, 13.0, 12.0, 14.0, 15.0, 16.0, 18.0, 15.0, 12.0, 12.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 8.0, 7.0, 6.0, 6.0, 7.0, 6.0, 7.0, 7.0, 7.0, 10.0, 20.0, 20.0, 15.0, 14.0, 20.0
160.0, 95.0, 94.0, 69.0, 57.0, 47.0, 35.0, 30.0, 27.0, 23.0, 21.0, 22.0, 22.0, 20.0, 19.0, 19.0, 17.0, 17.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 24.0, 28.0, 32.0, 32.0, 31.0, 36.0, 41.0, 46.0, 51.0, 51.0, 52.0, 49.0, 49.0, 46.0, 45.0, 46.0, 46.0, 47.0, 49.0, 51.0, 55.0, 66.0, 69.0, 63.0, 59.0, 63.0, 72.0, 106.0, 77.0, 39.0, 41.0, 43.0, 39.0, 42.0, 44.0, 45.0, 28.0, 11.0, 6.0
1.0, 3.0, 5.0, 9.0, 17.0, 33.0, 43.0, 48.0, 41.0, 36.0, 30.0, 22.0, 19.0, 17.0, 19.0, 26.0, 45.0, 68.0, 80.0, 97.0, 110.0, 90.0, 62.0, 64.0, 72.0, 81.0, 84.0, 85.0, 85.0, 79.0, 67.0, 66.0, 160.0, 38.0, 26.0, 19.0, 16.0, 15.0, 14.0, 13.0, 13.0, 11.0, 11.0, 10.0, 10.0, 10.0, 8.0, 8.0, 7.0, 6.0, 5.0, 5.0, 4.0, 4.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 8.0, 8.0, 9.0, 10.0, 11.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0, 16.0, 18.0, 22.0, 25.0, 26.0, 23.0, 24.0, 26.0, 27.0, 29.0, 25.0, 24.0, 23.0, 28.0, 32.0, 43.0, 47.0, 43.0, 53.0, 57.0, 65.0, 96.0, 131.0, 160.0, 123.0, 67.0, 41.0, 39.0, 38.0, 41.0, 35.0, 13.0, 9.0, 4.0, 1.0, 1.0
33.0, 9.0, 6.0, 8.0, 12.0, 14.0, 13.0, 12.0, 13.0, 15.0, 17.0, 19.0, 19.0, 20.0, 22.0, 23.0, 27.0, 27.0, 24.0, 24.0, 25.0, 26.0, 27.0, 28.0, 31.0, 43.0, 61.0, 65.0, 72.0, 77.0, 81.0, 98.0, 128.0, 130.0, 114.0, 146.0, 160.0, 85.0, 51.0, 49.0, 50.0, 52.0, 53.0, 55.0, 64.0, 74.0, 82.0, 96.0, 114.0, 131.0, 145.0, 154.0, 160.0, 149.0, 110.0, 73.0, 48.0, 34.0, 25.0, 19.0, 14.0, 11.0, 10.0, 27.0
43.0, 89.0, 72.0, 62.0, 58.0, 66.0, 74.0, 51.0, 44.0, 44.0, 42.0, 40.0, 39.0, 39.0, 39.0, 38.0, 39.0, 40.0, 40.0, 42.0, 44.0, 47.0, 49.0, 47.0, 47.0, 48.0, 48.0, 49.0, 49.0, 45.0, 40.0, 34.0, 30.0, 28.0, 26.0, 25.0, 22.0, 21.0, 19.0, 17.0, 16.0, 15.0, 14.0, 14.0, 15.0, 18.0, 21.0, 23.0, 22.0, 19.0, 15.0, 13.0, 12.0, 10.0, 9.0, 9.0, 8.0, 7.0, 6.0, 5.0, 5.0, 10.0, 20.0, 160.0
1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 4.0, 6.0, 9.0, 13.0, 19.0, 33.0, 103.0, 160.0, 91.0, 69.0, 56.0, 48.0, 42.0, 38.0, 35.0, 34.0, 32.0, 31.0, 30.0, 29.0, 30.0, 29.0, 29.0, 30.0, 29.0, 30.0, 30.0, 31.0, 31.0, 32.0, 31.0, 31.0, 32.0, 32.0, 32.0, 32.0, 32.0, 34.0, 34.0, 34.0, 35.0, 36.0, 36.0, 37.0, 39.0, 38.0, 38.0, 39.0, 36.0, 35.0, 33.0, 42.0, 83.0, 78.0, 62.0, 96.0, 17.0, 33.0
1.0, 1.0, 5.0, 19.0, 47.0, 72.0, 86.0, 58.0, 61.0, 74.0, 76.0, 81.0, 92.0, 116.0, 116.0, 75.0, 55.0, 44.0, 39.0, 40.0, 38.0, 36.0, 38.0, 41.0, 38.0, 36.0, 36.0, 32.0, 31.0, 30.0, 31.0, 35.0, 37.0, 34.0, 31.0, 31.0, 30.0, 28.0, 28.0, 29.0, 39.0, 50.0, 55.0, 67.0, 61.0, 62.0, 81.0, 67.0, 81.0, 104.0, 131.0, 117.0, 160.0, 157.0, 140.0, 111.0, 110.0, 95.0, 18.0, 17.0, 16.0, 3.0, 2.0, 3.0
105.0, 73.0, 56.0, 62.0, 67.0, 70.0, 79.0, 69.0, 66.0, 64.0, 64.0, 64.0, 60.0, 59.0, 61.0, 58.0, 63.0, 63.0, 61.0, 59.0, 59.0, 60.0, 64.0, 67.0, 70.0, 72.0, 72.0, 78.0, 83.0, 84.0, 88.0, 91.0, 91.0, 87.0, 88.0, 92.0, 99.0, 108.0, 108.0, 99.0, 91.0, 89.0, 85.0, 88.0, 87.0, 87.0, 96.0, 99.0, 101.0, 92.0, 86.0, 67.0, 57.0, 50.0, 52.0, 88.0, 160.0, 104.0, 34.0, 13.0, 6.0, 3.0, 2.0, 1.0
1.0, 2.0, 5.0, 6.0, 9.0, 16.0, 20.0, 22.0, 27.0, 28.0, 33.0, 37.0, 36.0, 37.0, 40.0, 30.0, 25.0, 24.0, 22.0, 20.0, 21.0, 22.0, 21.0, 18.0, 18.0, 18.0, 20.0, 19.0, 16.0, 15.0, 15.0, 15.0, 14.0, 13.0, 15.0, 17.0, 23.0, 19.0, 18.0, 20.0, 24.0, 28.0, 32.0, 43.0, 46.0, 47.0, 56.0, 80.0, 80.0, 76.0, 78.0, 83.0, 93.0, 114.0, 130.0, 100.0, 106.0, 138.0, 160.0, 71.0, 61.0, 105.0, 74.0, 46.0
49.0, 47.0, 54.0, 67.0, 66.0, 63.0, 52.0, 45.0, 42.0, 43.0, 47.0, 49.0, 59.0, 64.0, 63.0, 59.0, 57.0, 54.0, 51.0, 45.0, 42.0, 44.0, 45.0, 43.0, 43.0, 48.0, 53.0, 54.0, 56.0, 54.0, 48.0, 42.0, 34.0, 28.0, 24.0, 25.0, 22.0, 22.0, 19.0, 19.0, 17.0, 17.0, 16.0, 14.0, 13.0, 13.0, 14.0, 15.0, 18.0, 24.0, 39.0, 63.0, 113.0, 146.0, 160.0, 101.0, 64.0, 47.0, 30.0, 8.0, 4.0, 3.0, 2.0, 2.0
2.0, 22.0, 93.0, 119.0, 139.0, 117.0, 122.0, 96.0, 73.0, 58.0, 50.0, 45.0, 40.0, 37.0, 36.0, 34.0, 32.0, 31.0, 30.0, 29.0, 30.0, 29.0, 29.0, 30.0, 31.0, 31.0, 30.0, 30.0, 30.0, 33.0, 37.0, 40.0, 42.0, 40.0, 37.0, 35.0, 36.0, 39.0, 40.0, 44.0, 47.0, 47.0, 45.0, 38.0, 30.0, 26.0, 19.0, 15.0, 14.0, 13.0, 13.0, 13.0, 14.0, 14.0, 16.0, 17.0, 19.0, 22.0, 24.0, 26.0, 33.0, 34.0, 45.0, 160.0
39.0, 24.0, 24.0, 51.0, 57.0, 43.0, 30.0, 23.0, 21.0, 19.0, 18.0, 16.0, 16.0, 16.0, 16.0, 17.0, 17.0, 20.0, 33.0, 36.0, 48.0, 62.0, 91.0, 132.0, 160.0, 154.0, 145.0, 149.0, 139.0, 134.0, 134.0, 132.0, 116.0, 96.0, 75.0, 60.0, 51.0, 40.0, 34.0, 29.0, 25.0, 24.0, 25.0, 25.0, 33.0, 54.0, 74.0, 109.0, 74.0, 38.0, 24.0, 19.0, 18.0, 19.0, 20.0, 21.0, 19.0, 18.0, 16.0, 13.0, 13.0, 14.0, 16.0, 31.0
1.0, 3.0, 10.0, 31.0, 74.0, 156.0, 160.0, 146.0, 95.0, 73.0, 51.0, 42.0, 39.0, 39.0, 39.0, 40.0, 38.0, 39.0, 44.0, 48.0, 49.0, 49.0, 53.0, 56.0, 61.0, 64.0, 64.0, 59.0, 61.0, 64.0, 65.0, 68.0, 75.0, 88.0, 109.0, 127.0, 114.0, 115.0, 88.0, 65.0, 62.0, 50.0, 42.0, 39.0, 48.0, 49.0, 42.0, 38.0, 34.0, 27.0, 29.0, 31.0, 24.0, 15.0, 11.0, 9.0, 9.0, 7.0, 6.0, 6.0, 6.0, 7.0, 6.0, 14.0
160.0, 61.0, 34.0, 23.0, 15.0, 13.0, 12.0, 11.0, 10.0, 14.0, 23.0, 33.0, 58.0, 88.0, 83.0, 71.0, 47.0, 47.0, 43.0, 40.0, 44.0, 50.0, 53.0, 46.0, 38.0, 29.0, 27.0, 25.0, 23.0, 20.0, 19.0, 16.0, 16.0, 14.0, 15.0, 16.0, 17.0, 22.0, 26.0, 32.0, 40.0, 53.0, 64.0, 78.0, 88.0, 95.0, 91.0, 81.0, 67.0, 50.0, 35.0, 23.0, 14.0, 10.0, 8.0, 8.0, 8.0, 9.0, 11.0, 14.0, 15.0, 12.0, 9.0, 10.0
1.0, 4.0, 10.0, 15.0, 17.0, 18.0, 17.0, 16.0, 16.0, 16.0, 17.0, 17.0, 18.0, 20.0, 21.0, 24.0, 26.0, 27.0, 27.0, 27.0, 25.0, 24.0, 23.0, 23.0, 23.0, 24.0, 25.0, 25.0, 26.0, 27.0, 29.0, 30.0, 31.0, 28.0, 26.0, 24.0, 21.0, 21.0, 22.0, 23.0, 24.0, 23.0, 23.0, 19.0, 18.0, 17.0, 15.0, 13.0, 12.0, 10.0, 9.0, 8.0, 8.0, 7.0, 6.0, 6.0, 6.0, 5.0, 4.0, 3.0, 4.0, 4.0, 6.0, 160.0
17.0, 98.0, 75.0, 4.0, 15.0, 43.0, 88.0, 50.0, 17.0, 63.0, 79.0, 30.0, 46.0, 14.0, 5.0, 160.0, 32.0, 66.0, 14.0, 11.0, 11.0, 16.0, 7.0, 123.0, 6.0, 11.0, 10.0, 15.0, 7.0, 10.0, 37.0, 2.0, 29.0, 4.0, 42.0, 16.0, 19.0, 114.0, 20.0, 122.0, 18.0, 5.0, 55.0, 6.0, 17.0, 10.0, 100.0, 8.0, 13.0, 45.0, 22.0, 19.0, 37.0, 146.0, 121.0, 26.0, 3.0, 17.0, 3.0, 18.0, 5.0, 10.0, 34.0, 2.0
1.0, 3.0, 17.0, 68.0, 123.0, 160.0, 160.0, 134.0, 123.0, 116.0, 128.0, 133.0, 137.0, 142.0, 137.0, 131.0, 126.0, 123.0, 120.0, 114.0, 110.0, 110.0, 109.0, 107.0, 99.0, 95.0, 85.0, 78.0, 67.0, 60.0, 54.0, 51.0, 47.0, 45.0, 42.0, 39.0, 38.0, 36.0, 33.0, 30.0, 29.0, 27.0, 27.0, 26.0, 22.0, 24.0, 23.0, 19.0, 19.0, 18.0, 18.0, 17.0, 15.0, 15.0, 13.0, 13.0, 12.0, 11.0, 9.0, 10.0, 8.0, 8.0, 8.0, 24.0
13.0, 32.0, 47.0, 55.0, 55.0, 56.0, 49.0, 49.0, 49.0, 51.0, 49.0, 51.0, 47.0, 45.0, 45.0, 44.0, 44.0, 44.0, 44.0, 45.0, 47.0, 48.0, 47.0, 45.0, 42.0, 39.0, 35.0, 30.0, 26.0, 22.0, 20.0, 19.0, 17.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0, 10.0, 10.0, 9.0, 9.0, 8.0, 7.0, 7.0, 6.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 160.0
160.0, 40.0, 31.0, 34.0, 42.0, 36.0, 34.0, 37.0, 34.0, 37.0, 34.0, 28.0, 21.0, 18.0, 16.0, 16.0, 15.0, 14.0, 14.0, 16.0, 18.0, 18.0, 18.0, 17.0, 16.0, 15.0, 15.0, 15.0, 13.0, 12.0, 11.0, 10.0, 11.0, 10.0, 11.0, 16.0, 16.0, 17.0, 21.0, 13.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 11.0, 8.0, 6.0, 6.0, 8.0, 7.0, 4.0, 4.0, 3.0, 3.0, 3.0, 7.0, 6.0, 3.0, 3.0
17.0, 18.0, 25.0, 27.0, 28.0, 31.0, 36.0, 63.0, 131.0, 148.0, 145.0, 160.0, 160.0, 159.0, 142.0, 136.0, 122.0, 83.0, 61.0, 55.0, 49.0, 46.0, 41.0, 38.0, 39.0, 43.0, 61.0, 80.0, 74.0, 69.0, 71.0, 73.0, 78.0, 82.0, 86.0, 83.0, 78.0, 67.0, 58.0, 53.0, 51.0, 52.0, 53.0, 54.0, 55.0, 59.0, 65.0, 76.0, 84.0, 87.0, 87.0, 89.0, 93.0, 101.0, 110.0, 118.0, 113.0, 93.0, 63.0, 41.0, 29.0, 25.0, 16.0, 16.0
68.0, 26.0, 21.0, 19.0, 25.0, 52.0, 64.0, 63.0, 74.0, 45.0, 28.0, 21.0, 20.0, 18.0, 16.0, 15.0, 24.0, 61.0, 81.0, 89.0, 93.0, 118.0, 160.0, 148.0, 135.0, 61.0, 52.0, 49.0, 38.0, 28.0, 27.0, 27.0, 25.0, 24.0, 27.0, 27.0, 35.0, 49.0, 49.0, 39.0, 34.0, 30.0, 31.0, 26.0, 18.0, 16.0, 15.0, 12.0, 11.0, 10.0, 10.0, 17.0, 18.0, 14.0, 14.0, 19.0, 22.0, 28.0, 33.0, 71.0, 71.0, 27.0, 19.0, 55.0
1.0, 88.0, 63.0, 39.0, 32.0, 31.0, 30.0, 41.0, 44.0, 33.0, 28.0, 26.0, 27.0, 28.0, 30.0, 33.0, 36.0, 40.0, 41.0, 46.0, 44.0, 51.0, 50.0, 54.0, 61.0, 69.0, 78.0, 80.0, 76.0, 76.0, 86.0, 107.0, 113.0, 117.0, 123.0, 116.0, 110.0, 119.0, 124.0, 118.0, 132.0, 147.0, 156.0, 160.0, 146.0, 126.0, 109.0, 101.0, 97.0, 91.0, 78.0, 72.0, 63.0, 58.0, 52.0, 48.0, 44.0, 44.0, 44.0, 40.0, 38.0, 27.0, 21.0, 16.0
12.0, 25.0, 42.0, 55.0, 61.0, 59.0, 61.0, 59.0, 58.0, 58.0, 59.0, 59.0, 59.0, 58.0, 61.0, 60.0, 64.0, 66.0, 70.0, 72.0, 76.0, 75.0, 74.0, 68.0, 63.0, 64.0, 64.0, 64.0, 58.0, 60.0, 106.0, 103.0, 97.0, 99.0, 92.0, 89.0, 72.0, 63.0, 60.0, 57.0, 57.0, 60.0, 67.0, 83.0, 106.0, 128.0, 160.0, 159.0, 142.0, 126.0, 117.0, 104.0, 90.0, 75.0, 57.0, 45.0, 43.0, 39.0, 35.0, 27.0, 20.0, 17.0, 15.0, 33.0
152.0, 81.0, 62.0, 52.0, 45.0, 46.0, 44.0, 42.0, 41.0, 40.0, 41.0, 41.0, 40.0, 39.0, 41.0, 42.0, 42.0, 42.0, 42.0, 43.0, 43.0, 41.0, 44.0, 46.0, 47.0, 48.0, 51.0, 54.0, 61.0, 73.0, 82.0, 99.0, 113.0, 130.0, 143.0, 149.0, 160.0, 160.0, 159.0, 134.0, 108.0, 94.0, 82.0, 83.0, 88.0, 97.0, 80.0, 79.0, 88.0, 96.0, 84.0, 86.0, 81.0, 76.0, 64.0, 61.0, 58.0, 55.0, 49.0, 43.0, 39.0, 34.0, 33.0, 111.0
1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 7.0, 10.0, 12.0, 17.0, 24.0, 34.0, 60.0, 82.0, 110.0, 98.0, 160.0, 56.0, 37.0, 39.0, 40.0, 44.0, 47.0, 50.0, 51.0, 49.0, 45.0, 41.0, 36.0, 30.0, 26.0, 22.0, 21.0, 19.0, 18.0, 16.0, 15.0, 14.0, 12.0, 12.0, 11.0, 11.0, 10.0, 9.0, 9.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 7.0, 29.0
2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 7.0, 9.0, 10.0, 10.0, 11.0, 12.0, 12.0, 12.0, 11.0, 10.0, 10.0, 11.0, 13.0, 17.0, 22.0, 35.0, 64.0, 106.0, 143.0, 160.0, 134.0, 110.0, 85.0, 53.0, 37.0, 46.0, 49.0, 39.0, 34.0, 27.0, 22.0, 26.0, 34.0, 44.0, 55.0, 79.0, 84.0, 102.0, 100.0, 108.0, 64.0, 37.0, 25.0, 15.0, 10.0, 7.0, 5.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 1.0, 2.0
11.0, 32.0, 46.0, 50.0, 51.0, 45.0, 38.0, 42.0, 50.0, 51.0, 53.0, 55.0, 64.0, 74.0, 93.0, 123.0, 148.0, 160.0, 158.0, 142.0, 113.0, 77.0, 53.0, 38.0, 27.0, 21.0, 17.0, 16.0, 14.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 11.0, 12.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 11.0, 11.0, 10.0, 10.0, 9.0, 11.0, 24.0, 52.0, 135.0, 72.0, 13.0, 8.0, 7.0, 6.0, 6.0, 7.0, 8.0, 34.0
1.0, 1.0, 6.0, 7.0, 5.0, 4.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 6.0, 7.0, 9.0, 9.0, 12.0, 15.0, 17.0, 19.0, 15.0, 13.0, 12.0, 13.0, 19.0, 30.0, 39.0, 61.0, 73.0, 77.0, 85.0, 160.0, 110.0, 10.0, 4.0, 3.0, 2.0, 3.0, 2.0, 1.0
156.0, 154.0, 33.0, 47.0, 93.0, 97.0, 126.0, 145.0, 157.0, 160.0, 137.0, 124.0, 105.0, 88.0, 77.0, 62.0, 52.0, 46.0, 40.0, 38.0, 34.0, 31.0, 28.0, 25.0, 24.0, 22.0, 22.0, 20.0, 20.0, 18.0, 17.0, 16.0, 16.0, 15.0, 16.0, 17.0, 18.0, 22.0, 24.0, 33.0, 39.0, 38.0, 45.0, 44.0, 51.0, 53.0, 31.0, 22.0, 13.0, 10.0, 18.0, 6.0, 5.0, 3.0, 3.0, 4.0, 4.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0
13.0, 6.0, 5.0, 6.0, 6.0, 7.0, 7.0, 8.0, 9.0, 11.0, 12.0, 14.0, 16.0, 18.0, 21.0, 24.0, 29.0, 33.0, 35.0, 46.0, 58.0, 65.0, 65.0, 60.0, 58.0, 60.0, 65.0, 67.0, 71.0, 82.0, 98.0, 109.0, 124.0, 123.0, 116.0, 105.0, 94.0, 86.0, 80.0, 65.0, 54.0, 47.0, 44.0, 39.0, 41.0, 40.0, 39.0, 39.0, 41.0, 45.0, 43.0, 42.0, 34.0, 25.0, 21.0, 18.0, 15.0, 14.0, 13.0, 13.0, 13.0, 15.0, 42.0, 160.0
